parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown
5712,5715,5713,5713,2037,108,290,108,108,220,2037,70,108,202,202,201,108,108,108,290,70,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 14:58:00,3
5688,5687,5687,5687,2036,89,288,89,89,217,2036,71,89,198,198,194,89,89,89,288,71,28,28,4,4,2,4,4,4,2,2,2,4,2023-11-30 15:00:00,0
5652,5651,5654,5654,2023,90,280,90,90,205,2023,75,90,201,201,193,90,90,90,280,75,29,29,5,5,6,5,5,3,2,2,2,8,2023-11-30 15:02:00,6
5651,5653,5651,5651,2020,93,301,93,93,223,2020,78,93,190,190,182,93,93,93,301,78,32,32,8,8,8,8,8,8,2,2,2,8,2023-11-30 15:04:00,0
5689,5688,5688,5688,2034,101,277,101,101,211,2034,66,101,198,198,196,101,101,102,277,66,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 15:06:00,0
5653,5656,5654,5654,2032,91,288,91,91,223,2032,65,91,182,182,181,91,91,90,288,65,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 15:08:00,0
5707,5707,5707,5707,2031,83,292,83,83,217,2031,75,83,198,198,196,83,83,83,292,75,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 15:10:00,22
5677,5675,5675,5675,2034,97,307,97,97,224,2034,83,97,188,188,186,97,97,97,307,83,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 15:12:00,1
5670,5672,5670,5670,2038,94,284,94,94,216,2038,68,94,191,191,189,94,94,94,284,68,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 15:14:00,2
5676,5676,5676,5676,2042,97,367,97,97,219,2042,148,97,203,203,199,97,97,97,367,46,31,31,7,7,4,5,5,3,2,2,2,4,2023-11-30 15:16:00,106
5600,5603,5601,5601,2036,83,250,83,83,206,2036,44,83,188,188,188,83,83,83,250,44,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 15:18:00,3
5641,5642,5642,5642,2033,85,261,85,85,210,2033,51,85,184,184,181,85,85,85,261,51,28,28,4,4,3,4,4,4,2,2,2,3,2023-11-30 15:20:00,0
5661,5661,5661,5661,2026,91,278,91,91,212,2026,66,91,205,205,194,91,91,91,278,66,28,28,4,4,7,4,4,4,2,2,2,11,2023-11-30 15:22:00,0
5700,5702,5700,5700,2038,95,289,95,95,225,2038,64,95,188,188,183,95,95,95,289,64,32,32,8,8,4,8,8,8,2,2,2,5,2023-11-30 15:24:00,0
5658,5658,5658,5658,2015,96,305,96,96,215,2015,90,96,202,202,200,96,96,96,305,90,27,27,4,4,2,4,4,4,2,2,2,2,2023-11-30 15:26:00,1
5656,5657,5655,5655,2032,86,296,86,86,213,2032,83,86,185,185,184,86,86,86,296,83,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-30 15:28:00,0
5658,5659,5659,5659,2033,97,282,97,97,213,2033,69,97,196,196,195,97,97,97,282,69,29,29,5,5,0,5,5,3,2,2,2,1,2023-11-30 15:30:00,2
5678,5678,5678,5678,2030,83,302,83,83,212,2030,90,83,184,184,177,83,83,83,302,90,32,32,8,8,5,8,8,8,2,2,2,7,2023-11-30 15:32:00,0
5680,5682,5680,5680,2041,102,272,102,102,210,2041,62,102,197,197,190,102,102,102,272,62,28,28,4,4,6,4,4,4,2,2,2,7,2023-11-30 15:34:00,0
5674,5673,5673,5673,2030,97,266,97,97,213,2030,53,97,200,200,197,97,97,97,266,53,28,28,4,4,2,4,4,4,2,2,2,3,2023-11-30 15:36:00,0
5686,5686,5687,5687,2040,88,295,88,88,206,2040,89,88,187,187,184,88,88,88,295,89,32,32,8,8,2,8,8,8,2,2,2,3,2023-11-30 15:38:00,4
5685,5686,5684,5684,2042,81,276,81,81,210,2042,66,81,190,190,186,81,81,81,276,66,28,28,4,4,2,4,4,4,2,2,2,4,2023-11-30 15:40:00,0
5629,5629,5629,5629,2025,91,265,91,91,208,2025,57,91,192,192,189,91,91,91,265,57,28,28,4,4,2,4,4,4,2,2,2,3,2023-11-30 15:42:00,0
5645,5648,5646,5646,2038,85,281,85,85,216,2038,65,85,185,185,181,85,85,85,281,65,29,29,5,5,4,5,5,3,2,2,2,4,2023-11-30 15:44:00,24
5702,5701,5701,5701,2031,100,298,100,100,223,2031,75,100,195,195,193,100,100,100,298,75,32,32,8,8,2,8,8,8,2,2,2,2,2023-11-30 15:46:00,2
5658,5659,5659,5659,2032,90,289,90,90,215,2032,74,90,193,193,190,90,90,90,289,74,28,28,4,4,1,4,4,4,2,2,2,3,2023-11-30 15:48:00,1
5587,5588,5586,5586,2020,81,264,81,81,208,2020,56,81,198,198,194,81,81,81,264,56,28,28,4,4,3,4,4,4,2,2,2,4,2023-11-30 15:50:00,0
5672,5672,5672,5672,2034,92,291,92,92,219,2034,72,92,194,194,191,92,92,92,291,72,32,32,8,8,3,8,8,8,2,2,2,3,2023-11-30 15:52:00,1
5637,5640,5638,5638,2044,92,262,92,92,207,2044,55,92,180,180,180,92,92,92,262,55,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 15:54:00,2
5681,5680,5680,5680,2035,89,276,89,89,212,2035,64,89,207,207,201,89,89,89,276,64,29,29,5,5,6,5,5,4,2,2,2,6,2023-11-30 15:56:00,2
5650,5651,5651,5651,2032,82,292,82,82,223,2032,69,82,190,190,185,82,82,82,292,69,28,28,4,4,4,4,4,3,2,2,2,5,2023-11-30 15:58:00,7
5678,5679,5677,5677,2037,99,294,99,99,217,2037,77,99,186,186,184,99,99,99,294,77,32,32,8,8,2,8,8,8,2,2,2,2,2023-11-30 16:00:00,0
5662,5664,5662,5662,2017,90,302,90,90,224,2017,78,90,185,185,178,90,90,90,302,78,28,28,4,4,7,4,4,4,2,2,2,7,2023-11-30 16:02:00,0
5669,5672,5670,5670,2041,92,281,92,92,216,2041,65,92,186,186,182,92,92,92,281,65,28,28,4,4,2,4,4,4,2,2,2,4,2023-11-30 16:04:00,1
5718,5717,5717,5717,2032,105,314,105,105,227,2032,87,105,187,187,184,105,105,105,314,87,32,32,8,8,3,8,8,8,2,2,2,3,2023-11-30 16:06:00,0
5704,5705,5705,5705,2035,90,296,90,90,211,2035,85,90,182,182,181,90,90,90,296,85,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 16:08:00,7
5647,5649,5647,5647,2034,96,275,96,96,218,2034,57,96,186,186,185,96,96,96,275,57,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 16:10:00,5
5677,5677,5677,5677,2031,93,298,93,93,219,2031,79,93,187,187,184,93,93,93,298,79,32,32,8,8,3,8,8,7,2,2,2,3,2023-11-30 16:12:00,1
5595,5597,5595,5595,2023,86,264,86,86,212,2023,52,86,187,187,185,86,86,86,264,52,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 16:14:00,0
5628,5628,5628,5628,2033,95,307,95,95,204,2033,103,95,189,189,187,95,95,95,307,52,29,29,5,5,2,4,4,4,2,2,2,2,2023-11-30 16:16:00,62
5632,5632,5632,5632,2034,111,231,111,111,215,2034,16,111,189,189,189,111,111,111,231,16,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:18:00,4
5677,5677,5675,5675,2057,96,220,96,96,213,2057,7,96,189,189,189,96,96,96,220,7,33,33,8,8,0,8,8,8,3,3,3,0,2023-11-30 16:20:00,10
5591,5592,5592,5592,2031,88,235,88,88,223,2031,12,88,183,183,183,88,88,88,235,12,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:22:00,17
5556,5560,5556,5556,2023,87,207,87,87,200,2023,7,87,183,183,182,87,87,87,207,7,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 16:24:00,21
5626,5640,5624,5624,2029,92,236,92,92,227,2029,9,92,186,186,186,92,92,92,236,9,32,32,8,8,0,8,8,7,2,2,2,0,2023-11-30 16:26:00,1
5602,5610,5604,5604,2035,86,225,86,86,219,2035,6,86,186,186,185,86,86,86,225,6,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 16:28:00,4
5622,5622,5622,5622,2037,97,212,97,97,207,2037,5,97,185,185,184,97,97,97,212,5,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 16:30:00,1
5633,5632,5632,5632,2034,92,237,92,92,217,2034,20,92,205,205,205,92,92,92,237,20,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:32:00,25
5629,5629,5629,5629,2043,104,229,104,104,217,2043,12,104,188,188,187,104,104,104,229,12,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 16:34:00,5
5589,5591,5590,5590,2032,88,218,88,88,212,2032,6,88,183,183,183,88,88,88,218,6,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:36:00,0
5636,5638,5636,5636,2034,89,334,89,89,219,2034,115,89,195,195,195,89,89,89,334,13,31,31,7,7,0,5,5,4,2,2,2,0,2023-11-30 16:38:00,109
5637,5635,5637,5637,2038,98,230,98,98,214,2038,16,98,194,194,194,98,98,98,230,16,32,32,8,8,0,8,8,7,2,2,2,0,2023-11-30 16:40:00,2
5598,5596,5598,5598,2031,94,224,94,94,206,2031,18,94,183,183,183,94,94,94,224,18,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:42:00,0
5630,5630,5630,5630,2037,92,216,92,92,206,2037,10,92,189,189,189,92,92,92,216,10,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:44:00,0
5562,5561,5561,5561,2018,80,227,80,80,214,2018,13,80,192,192,192,80,80,80,227,13,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:46:00,0
5629,5630,5630,5630,2032,95,215,95,95,209,2032,6,95,184,184,184,95,95,95,215,6,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 16:48:00,13
5623,5622,5622,5622,2025,80,229,80,80,219,2025,10,80,203,203,200,80,80,80,229,10,32,32,8,8,2,8,8,8,2,2,2,3,2023-11-30 16:50:00,33
5587,5588,5588,5588,2029,94,214,94,94,206,2029,8,94,187,187,187,94,94,94,214,8,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 16:52:00,14
5603,5603,5603,5603,2035,90,225,90,90,216,2035,9,90,188,188,187,90,90,90,225,9,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 16:54:00,1
5615,5617,5615,5615,2038,95,222,95,95,209,2038,13,95,197,197,196,95,95,95,222,13,32,32,8,8,1,8,8,7,2,2,2,1,2023-11-30 16:56:00,1
5583,5583,5583,5583,2038,88,227,88,88,219,2038,8,88,181,181,180,88,88,88,227,8,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 16:58:00,11
4786,4864,4784,4784,906,3574,1098,1609,1609,594,2075,987,824,84,84,83,1600,440,253,1098,29,33,33,4,4,1,4,4,4,2,2,2,1,2023-11-30 17:00:00,4782
1766,1764,1764,1764,0,4712,1260,2271,2270,636,1170,1230,1099,4,4,0,2199,1101,551,1260,17,28,28,5,5,3,5,5,4,2,2,2,4,2023-11-30 17:02:00,3800
527,533,531,531,0,2852,332,838,838,123,285,302,355,0,0,0,708,553,276,332,118,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 17:04:00,2310
73,74,73,73,0,1342,40,122,122,28,122,12,0,0,0,0,0,0,0,40,12,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:06:00,1324
76,85,75,75,0,1143,51,103,104,28,103,23,0,1,1,0,0,0,0,51,23,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 17:08:00,1925
67,67,67,67,0,1045,51,96,95,32,96,19,0,0,0,0,0,0,0,51,19,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 17:10:00,1980
167,168,168,168,0,1368,38,309,310,28,309,10,96,0,0,0,192,0,0,38,10,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:12:00,2657
354,354,354,354,0,1585,148,666,665,29,666,119,328,0,0,0,656,0,0,148,119,29,29,5,5,0,5,5,3,2,2,2,0,2023-11-30 17:14:00,1036
25,25,25,25,0,0,53,0,0,30,0,23,0,2,2,0,0,0,0,53,23,30,30,6,6,2,6,6,6,2,2,2,2,2023-11-30 17:16:00,0
13,13,13,13,0,0,42,0,0,30,0,12,0,1,1,1,0,0,0,42,12,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-30 17:18:00,0
26,26,26,26,0,0,54,0,0,28,0,26,0,0,0,0,0,0,0,54,26,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:20:00,3
15,15,15,15,0,0,43,0,0,28,0,15,0,0,0,0,0,0,0,43,15,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:22:00,4
29,29,29,29,0,0,60,0,0,32,0,28,0,1,1,0,0,0,0,60,28,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 17:24:00,0
26,26,26,26,0,0,54,0,0,28,0,26,0,0,0,0,0,0,0,54,26,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:26:00,0
21,24,21,21,0,0,48,0,0,29,0,19,0,2,2,1,0,0,0,48,19,29,29,5,5,1,5,5,3,2,2,2,1,2023-11-30 17:28:00,2
27,27,27,27,0,0,59,0,0,32,0,27,0,0,0,0,0,0,0,59,27,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 17:30:00,0
26,26,26,26,0,0,53,0,0,28,0,25,0,1,1,1,0,0,0,53,25,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:32:00,0
28,28,28,28,0,0,55,0,0,28,0,27,0,1,1,0,0,0,0,55,27,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-30 17:34:00,0
25,25,25,25,0,0,51,0,0,28,0,23,0,2,2,1,0,0,0,51,23,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-30 17:36:00,0
16,18,16,16,0,0,100,0,0,33,0,67,0,0,0,0,0,0,0,100,16,33,33,9,9,0,8,8,8,2,2,2,0,2023-11-30 17:38:00,52
18,18,18,18,0,0,46,0,0,28,0,18,0,0,0,0,0,0,0,46,18,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:40:00,0
18,20,18,18,0,0,46,0,0,29,0,17,0,1,1,0,0,0,0,46,17,29,29,5,5,0,5,5,3,2,2,2,1,2023-11-30 17:42:00,2
22,22,22,22,0,0,54,0,0,32,0,22,0,0,0,0,0,0,0,54,22,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 17:44:00,0
27,27,27,27,0,0,54,0,0,28,0,26,0,1,1,0,0,0,0,54,26,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 17:46:00,0
28,28,28,28,0,0,156,0,0,28,0,128,0,0,0,0,0,0,0,156,128,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 17:48:00,0
16,16,16,16,0,0,48,0,0,32,0,16,0,0,0,0,0,0,0,48,16,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 17:50:00,0
26,26,26,26,0,0,52,0,0,28,0,24,0,2,2,0,0,0,0,52,24,28,28,4,4,2,4,4,4,2,2,2,2,2023-11-30 17:52:00,0
21,21,21,21,0,0,49,0,0,29,0,20,0,1,1,0,0,0,0,49,20,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 17:54:00,1
16,16,16,16,0,0,44,0,0,28,0,16,0,0,0,0,0,0,0,44,16,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 17:56:00,1
25,25,25,25,0,0,156,0,0,32,0,124,0,1,1,0,0,0,0,156,124,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 17:58:00,0
29,29,29,29,0,0,56,0,0,28,0,28,0,1,1,0,0,0,0,56,28,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 18:00:00,0
15,14,15,15,0,0,42,0,0,28,0,14,0,0,0,0,0,0,0,42,14,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:02:00,0
31,31,31,31,0,0,162,0,0,32,0,130,0,1,1,0,0,0,0,162,130,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 18:04:00,0
30,30,30,30,0,0,56,0,0,28,0,28,0,2,2,0,0,0,0,56,28,28,28,4,4,1,4,4,4,2,2,2,2,2023-11-30 18:06:00,0
22,22,22,22,0,0,51,0,0,29,0,22,0,0,0,0,0,0,0,51,22,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 18:08:00,4
23,23,23,23,0,0,52,0,0,32,0,20,0,3,3,0,0,0,0,52,20,32,32,8,8,3,8,8,7,2,2,2,3,2023-11-30 18:10:00,5
10,10,10,10,0,0,38,0,0,28,0,10,0,0,0,0,0,0,0,38,10,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:12:00,0
25,25,25,25,0,0,53,0,0,28,0,25,0,0,0,0,0,0,0,53,25,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:14:00,0
26,26,26,26,0,0,54,0,0,28,0,26,0,0,0,0,0,0,0,54,26,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:16:00,4
26,26,26,26,0,0,57,0,0,32,0,25,0,1,1,0,0,0,0,57,25,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 18:18:00,0
19,19,19,19,0,0,57,0,0,38,0,19,0,0,0,0,0,0,0,57,19,38,38,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:20:00,20
21,21,21,21,0,0,48,0,0,29,0,19,0,2,2,1,0,0,0,48,19,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 18:22:00,1
24,24,24,24,0,0,55,0,0,32,0,23,0,1,1,1,0,0,0,55,23,32,32,8,8,0,8,8,7,2,2,2,0,2023-11-30 18:24:00,3
24,24,24,24,0,0,49,0,0,28,0,21,0,3,3,1,0,0,0,49,21,28,28,4,4,1,4,4,4,2,2,2,2,2023-11-30 18:26:00,0
31,31,31,31,0,0,58,0,0,28,0,30,0,1,1,0,0,0,0,58,30,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 18:28:00,6
23,23,23,23,0,0,55,0,0,32,0,23,0,0,0,0,0,0,0,55,23,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 18:30:00,3
36,38,36,36,0,0,63,0,0,28,0,35,0,1,1,0,0,0,0,63,35,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 18:32:00,6
16,16,16,16,0,0,44,0,0,28,0,16,0,0,0,0,0,0,0,44,16,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:34:00,0
23,23,23,23,0,0,51,0,0,29,0,22,0,1,1,0,0,0,0,51,22,29,29,5,5,0,5,5,4,2,2,2,1,2023-11-30 18:36:00,1
24,24,24,24,0,0,153,0,0,32,0,121,0,3,3,1,0,0,0,153,121,32,32,8,8,2,8,8,7,2,2,2,2,2023-11-30 18:38:00,1
24,24,24,24,0,0,155,0,0,30,0,125,0,1,1,0,0,0,0,155,23,30,30,6,6,1,4,4,4,2,2,2,1,2023-11-30 18:40:00,104
26,26,26,26,0,0,54,0,0,28,0,26,0,0,0,0,0,0,0,54,26,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:42:00,0
31,31,31,31,0,0,162,0,0,32,0,130,0,1,1,0,0,0,0,162,130,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 18:44:00,5
17,21,17,17,0,0,45,0,0,28,0,17,0,0,0,0,0,0,0,45,17,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:46:00,0
24,24,24,24,0,0,52,0,0,28,0,24,0,0,0,0,0,0,0,52,24,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 18:48:00,0
17,17,17,17,0,0,48,0,0,32,0,16,0,1,1,0,0,0,0,48,16,32,32,8,8,1,8,8,7,2,2,2,1,2023-11-30 18:50:00,1
35,35,35,35,0,0,57,0,0,24,0,33,0,2,2,0,0,0,0,57,33,24,24,0,0,1,0,0,0,2,2,2,2,2023-11-30 18:52:00,0
29,29,29,29,0,0,53,0,0,24,0,29,0,0,0,0,0,0,0,53,29,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 18:54:00,0
26,28,26,26,0,0,48,0,0,24,0,24,0,2,2,0,0,0,0,48,24,24,24,0,0,2,0,0,0,2,2,2,2,2023-11-30 18:56:00,0
24,24,24,24,0,0,148,0,0,24,0,124,0,0,0,0,0,0,0,148,124,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 18:58:00,0
17,19,17,17,0,0,41,0,0,24,0,17,0,0,0,0,0,0,0,41,17,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 19:00:00,2
23,24,23,23,0,0,46,0,0,24,0,22,0,1,1,0,0,0,0,46,22,24,24,0,0,1,0,0,0,2,2,2,1,2023-11-30 19:02:00,1
28,28,28,28,0,0,151,0,0,24,0,127,0,1,1,1,0,0,0,151,127,24,24,0,0,0,0,0,0,2,2,2,0,2023-11-30 19:04:00,0
21,21,21,21,0,0,50,0,0,29,0,21,0,0,0,0,0,0,0,50,21,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 19:06:00,1
29,29,29,29,0,0,56,0,0,28,0,28,0,1,1,0,0,0,0,56,28,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 19:08:00,1
19,19,19,19,0,0,49,0,0,32,0,17,0,2,2,0,0,0,0,49,17,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:10:00,0
22,22,22,22,0,0,47,0,0,28,0,19,0,3,3,0,0,0,0,47,19,28,28,4,4,2,4,4,4,2,2,2,3,2023-11-30 19:12:00,0
12,12,12,12,0,0,39,0,0,28,0,11,0,1,1,0,0,0,0,39,11,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 19:14:00,0
18,18,18,18,0,0,50,0,0,32,0,18,0,0,0,0,0,0,0,50,18,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 19:16:00,0
44,44,44,44,0,0,71,0,0,28,0,43,0,1,1,0,0,0,0,71,43,28,28,4,4,1,4,4,3,2,2,2,1,2023-11-30 19:18:00,1
18,18,18,18,0,0,47,0,0,29,0,18,0,0,0,0,0,0,0,47,18,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 19:20:00,5
28,28,28,28,0,0,57,0,0,30,0,27,0,1,1,0,0,0,0,57,27,30,30,5,4,0,4,4,4,2,2,2,1,2023-11-30 19:22:00,3
26,26,26,26,0,0,55,0,0,31,0,24,0,2,2,0,0,0,0,55,24,31,31,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:24:00,0
18,18,18,18,0,0,46,0,0,28,0,18,0,0,0,0,0,0,0,46,18,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:26:00,0
31,31,31,31,0,0,58,0,0,28,0,30,0,1,1,0,0,0,0,58,30,28,28,4,4,0,4,4,4,2,2,2,1,2023-11-30 19:28:00,0
15,15,15,15,0,0,46,0,0,32,0,14,0,1,1,0,0,0,0,46,14,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 19:30:00,1
20,20,20,20,0,0,48,0,0,28,0,20,0,0,0,0,0,0,0,48,20,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 19:32:00,1
21,21,21,21,0,0,48,0,0,29,0,19,0,2,2,1,0,0,0,48,19,29,29,5,5,1,5,5,4,2,2,2,1,2023-11-30 19:34:00,1
13,13,13,13,0,0,41,0,0,28,0,13,0,0,0,0,0,0,0,41,13,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:36:00,0
23,23,23,23,0,0,55,0,0,32,0,23,0,0,0,0,0,0,0,55,23,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 19:38:00,0
18,18,18,18,0,0,97,0,0,29,0,68,0,1,1,0,0,0,0,97,17,29,29,5,5,1,4,4,4,2,2,2,1,2023-11-30 19:40:00,52
25,25,25,25,0,0,53,0,0,28,0,25,0,0,0,0,0,0,0,53,25,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:42:00,0
32,34,32,32,0,0,64,0,0,32,0,32,0,0,0,0,0,0,0,64,32,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 19:44:00,0
23,23,23,23,0,0,50,0,0,28,0,22,0,1,1,1,0,0,0,50,22,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 19:46:00,1
35,35,35,35,0,0,64,0,0,29,0,35,0,0,0,0,0,0,0,64,35,29,29,5,5,0,5,5,4,2,2,2,0,2023-11-30 19:48:00,1
35,35,35,35,0,0,65,0,0,32,0,33,0,2,2,0,0,0,0,65,33,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:50:00,0
27,27,27,27,0,0,53,0,0,28,0,25,0,2,2,1,0,0,0,53,25,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 19:52:00,0
20,22,20,20,0,0,48,0,0,28,0,20,0,0,0,0,0,0,0,48,20,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 19:54:00,4
24,24,24,24,0,0,49,0,0,28,0,21,0,3,3,0,0,0,0,49,21,28,28,4,4,2,4,4,4,2,2,2,3,2023-11-30 19:56:00,0
29,29,29,29,0,0,59,0,0,32,0,27,0,2,2,0,0,0,0,59,27,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 19:58:00,11
26,26,26,26,0,0,55,0,0,30,0,25,0,1,1,0,0,0,0,55,25,30,30,5,4,1,4,4,3,2,2,2,1,2023-11-30 20:00:00,12
19,19,19,19,0,0,49,0,0,31,0,18,0,1,1,0,0,0,0,49,18,31,31,6,5,1,5,5,4,2,2,2,1,2023-11-30 20:02:00,4
31,31,31,31,0,0,63,0,0,32,0,31,0,0,0,0,0,0,0,63,31,32,32,8,8,0,8,8,8,2,2,2,0,2023-11-30 20:04:00,4
38,38,38,38,0,0,65,0,0,28,0,37,0,1,1,0,0,0,0,65,37,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 20:06:00,0
27,27,27,27,0,0,54,0,0,28,0,26,0,1,1,0,0,0,0,54,26,28,28,4,4,1,4,4,4,2,2,2,1,2023-11-30 20:08:00,0
23,23,23,23,0,0,52,0,0,32,0,20,0,3,3,1,0,0,0,52,20,32,32,8,8,1,8,8,8,2,2,2,2,2023-11-30 20:10:00,0
22,22,22,22,0,0,50,0,0,28,0,22,0,0,0,0,0,0,0,50,22,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-30 20:12:00,0
19,19,19,19,0,0,47,0,0,28,0,19,0,0,0,0,0,0,0,47,19,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-30 20:14:00,1
25,25,25,25,0,0,51,0,0,29,0,22,0,3,3,0,0,0,0,51,22,29,29,5,5,2,5,5,4,2,2,2,3,2023-11-30 20:16:00,1
25,29,25,25,0,0,56,0,0,32,0,24,0,1,1,0,0,0,0,56,24,32,32,8,8,1,8,8,8,2,2,2,1,2023-11-30 20:18:00,0
