parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,no need compute team member perm,message,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
5,6,5,5,0,0,28,0,24,0,4,0,0,1,1,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 20:50:00,2
5,6,5,5,0,0,28,0,24,0,4,0,0,1,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 20:52:00,6
5,7,5,5,0,0,29,0,24,0,5,0,0,0,0,0,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 20:54:00,0
17,17,17,17,0,0,41,0,25,0,16,0,0,1,1,0,0,41,16,25,25,0,0,0,0,0,0,2,2,2,2023-11-30 20:56:00,2
17,19,17,17,0,0,41,0,24,0,17,0,0,0,0,0,0,41,17,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 20:58:00,0
6,6,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:00:00,2
11,11,11,11,0,0,35,0,24,0,11,0,0,0,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:02:00,18
9,11,9,9,0,0,32,0,24,0,8,0,0,1,1,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:04:00,7
11,11,11,11,0,0,34,0,23,0,11,0,0,0,0,0,0,34,11,23,23,0,0,0,0,0,0,2,2,2,2023-11-30 21:06:00,8
6,8,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:08:00,2
5,5,5,5,0,0,29,0,24,0,5,0,0,0,0,0,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:10:00,0
10,10,10,10,0,0,33,0,24,0,9,0,0,1,1,1,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:12:00,1
10,12,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:14:00,0
8,8,8,8,0,0,36,0,28,0,8,0,0,0,0,0,0,36,8,28,28,4,0,4,4,4,4,2,2,2,2023-11-30 21:16:00,2
7,7,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:18:00,0
5,7,5,5,0,0,28,0,24,0,4,0,0,1,1,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:20:00,2
8,8,8,8,0,0,33,0,25,0,8,0,0,0,0,0,0,33,8,25,25,1,0,1,1,1,1,2,2,2,2023-11-30 21:22:00,0
4,6,4,4,0,0,28,0,24,0,4,0,0,0,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:24:00,0
11,11,11,11,0,0,35,0,24,0,11,0,0,0,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:26:00,5
11,11,11,11,0,0,35,0,24,0,11,0,0,0,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:28:00,3
10,12,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:30:00,0
12,12,12,12,0,0,35,0,24,0,11,0,0,1,1,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:32:00,2
10,12,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:34:00,0
10,10,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:36:00,0
12,12,12,12,0,0,36,0,24,0,12,0,0,0,0,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:38:00,0
7,9,7,7,0,0,30,0,24,0,6,0,0,1,1,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:40:00,2
8,8,8,8,0,0,30,0,24,0,6,0,0,2,2,1,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:42:00,2
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:44:00,0
10,12,10,10,0,0,33,0,24,0,9,0,0,1,1,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:46:00,2
15,15,15,15,0,0,37,0,24,0,13,0,0,2,2,0,0,37,13,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:48:00,4
10,12,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:50:00,0
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:52:00,0
12,13,12,12,0,0,34,0,24,0,10,0,0,2,2,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:54:00,4
11,13,11,11,0,0,34,0,24,0,10,0,0,1,1,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 21:56:00,2
8,8,8,8,0,0,36,0,28,0,8,0,0,0,0,0,0,36,8,28,28,4,0,4,4,4,4,2,2,2,2023-11-30 21:58:00,0
9,11,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:00:00,0
10,10,10,10,0,0,33,0,24,0,9,0,0,1,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:02:00,2
13,13,13,13,0,0,36,0,24,0,12,0,0,1,1,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:04:00,2
8,10,8,8,0,0,31,0,24,0,7,0,0,1,1,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:06:00,10
5,5,5,5,0,0,28,0,24,0,4,0,0,1,1,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:08:00,6
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:10:00,0
11,13,11,11,0,0,35,0,24,0,11,0,0,0,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:12:00,0
14,14,14,14,0,0,37,0,24,0,13,0,0,1,1,0,0,37,13,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:14:00,2
13,15,13,13,0,0,37,0,24,0,13,0,0,0,0,0,0,37,13,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:16:00,0
8,9,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:18:00,0
13,13,13,13,0,0,36,0,24,0,12,0,0,1,1,1,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:20:00,0
19,21,19,19,0,0,41,0,24,0,17,0,0,2,2,0,0,41,17,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:22:00,4
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:24:00,0
4,6,4,4,0,0,28,0,24,0,4,0,0,0,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:26:00,4
10,10,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:28:00,0
14,14,14,14,0,0,38,0,24,0,14,0,0,0,0,0,0,38,14,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:30:00,0
6,8,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:32:00,0
7,7,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:34:00,0
11,13,11,11,0,0,34,0,24,0,10,0,0,1,1,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:36:00,2
13,13,13,13,0,0,36,0,24,0,12,0,0,1,1,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:38:00,2
12,12,12,12,0,0,37,0,25,0,12,0,0,0,0,0,0,37,12,25,25,1,0,1,1,1,1,2,2,2,2023-11-30 22:40:00,0
10,12,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:42:00,0
7,7,7,7,0,0,35,0,28,0,7,0,0,0,0,0,0,35,7,28,28,4,0,4,4,4,4,2,2,2,2023-11-30 22:44:00,0
8,8,8,8,0,0,82,0,25,0,57,0,0,2,2,0,0,82,6,25,25,1,0,1,0,0,0,2,2,2,2023-11-30 22:46:00,56
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:48:00,0
15,15,15,15,0,0,38,0,24,0,14,0,0,1,1,0,0,38,14,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:50:00,2
11,13,11,11,0,0,35,0,24,0,11,0,0,0,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:52:00,0
5,5,5,5,0,0,29,0,24,0,5,0,0,0,0,0,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:54:00,0
12,12,12,12,0,0,34,0,24,0,10,0,0,2,2,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:56:00,4
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 22:58:00,0
12,12,12,12,0,0,35,0,24,0,11,0,0,1,1,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:00:00,2
10,11,10,10,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:02:00,0
8,9,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:04:00,15
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:06:00,2
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:08:00,0
13,13,13,13,0,0,35,0,24,0,11,0,0,2,2,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:10:00,4
7,7,7,7,0,0,30,0,24,0,6,0,0,1,1,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:12:00,2
6,8,6,6,0,0,29,0,24,0,5,0,0,1,1,0,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:14:00,19
16,16,16,16,0,0,38,0,24,0,14,0,0,2,2,0,0,38,14,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:16:00,10
8,10,8,8,0,0,31,0,24,0,7,0,0,1,1,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:18:00,3
12,12,12,12,0,0,39,0,28,0,11,0,0,1,0,0,0,39,11,28,28,4,0,4,4,4,4,2,2,2,2023-11-30 23:20:00,3
12,12,12,12,0,0,33,0,24,0,9,0,0,3,2,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:22:00,13
9,11,9,9,0,0,32,0,24,0,8,0,0,1,1,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:24:00,4
7,7,7,7,0,0,30,0,24,0,6,0,0,1,1,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:26:00,2
14,16,14,14,0,0,36,0,24,0,12,0,0,2,1,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:28:00,6
18,18,18,18,0,0,42,0,24,0,18,0,0,0,0,0,0,42,18,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:30:00,1
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:32:00,0
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:34:00,1
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:36:00,0
8,9,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:38:00,0
6,7,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:40:00,0
8,8,8,8,0,0,81,0,74,0,7,0,0,1,1,0,0,81,7,74,74,25,0,0,0,0,0,2,2,2,2023-11-30 23:42:00,77
4,6,4,4,0,0,157,0,154,0,3,0,0,1,0,0,0,157,3,154,154,65,0,0,0,0,0,2,2,2,2023-11-30 23:44:00,197
3,3,3,3,0,0,79,0,25,0,54,0,0,0,0,0,0,79,3,25,25,1,0,1,0,0,0,2,2,2,2023-11-30 23:46:00,52
9,9,9,9,0,0,31,0,24,0,7,0,0,2,1,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:48:00,4
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:50:00,0
10,10,10,10,0,0,33,0,24,0,9,0,0,1,1,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:52:00,2
12,14,12,12,0,0,36,0,24,0,12,0,0,0,0,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:54:00,0
15,15,15,15,0,0,39,0,25,0,14,0,0,1,1,0,0,39,14,25,25,1,0,1,1,1,0,2,2,2,2023-11-30 23:56:00,3
6,6,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-11-30 23:58:00,0
6,8,6,6,0,0,29,0,23,0,6,0,0,0,0,0,0,29,6,23,23,0,0,0,0,0,0,2,2,2,2023-12-01 00:00:00,0
19,18,19,19,0,0,46,0,28,0,18,0,0,0,0,0,0,46,18,28,28,4,0,4,4,4,4,2,2,2,2023-12-01 00:02:00,0
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:04:00,0
10,12,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:06:00,0
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:08:00,0
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:10:00,0
9,9,9,9,0,0,31,0,24,0,7,0,0,2,1,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:12:00,4
4,4,4,4,0,0,28,0,24,0,4,0,0,0,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:14:00,0
17,19,17,17,0,0,41,0,24,0,17,0,0,0,0,0,0,41,17,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:16:00,0
20,20,20,20,0,0,43,0,24,0,19,0,0,1,1,0,0,43,19,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:18:00,2
9,11,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:20:00,0
16,16,16,16,0,0,40,0,24,0,16,0,0,0,0,0,0,40,16,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:22:00,0
6,6,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:24:00,0
10,12,10,10,0,0,33,0,24,0,9,0,0,1,1,1,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:26:00,0
14,14,14,14,0,0,37,0,24,0,13,0,0,1,1,0,0,37,13,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:28:00,2
6,8,6,6,0,0,29,0,24,0,5,0,0,1,1,0,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:30:00,2
6,6,6,6,0,0,30,0,24,0,6,0,0,0,0,0,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:32:00,0
11,11,11,11,0,0,34,0,24,0,10,0,0,1,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:34:00,2
8,10,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:36:00,0
15,15,15,15,0,0,39,0,24,0,15,0,0,0,0,0,0,39,15,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:38:00,0
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:40:00,0
3,5,3,3,0,0,27,0,24,0,3,0,0,0,0,0,0,27,3,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:42:00,0
4,4,4,4,0,0,33,0,29,0,4,0,0,0,0,0,0,33,4,29,29,5,0,5,5,5,5,2,2,2,2023-12-01 00:44:00,0
7,9,7,7,0,0,83,0,25,0,58,0,0,0,0,0,0,83,7,25,25,1,0,1,0,0,0,2,2,2,2023-12-01 00:46:00,52
5,5,5,5,0,0,28,0,24,0,4,0,0,1,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:48:00,2
12,12,12,12,0,0,36,0,24,0,12,0,0,0,0,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:50:00,0
15,17,15,15,0,0,38,0,24,0,14,0,0,1,1,0,0,38,14,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:52:00,2
12,12,12,12,0,0,36,0,24,0,12,0,0,0,0,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:54:00,0
9,11,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:56:00,0
12,12,12,12,0,0,36,0,24,0,12,0,0,0,0,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 00:58:00,0
12,12,12,12,0,0,35,0,24,0,11,0,0,1,1,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:00:00,2
21,23,21,21,0,0,43,0,24,0,19,0,0,2,2,0,0,43,19,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:02:00,4
15,15,15,15,0,0,39,0,24,0,15,0,0,0,0,0,0,39,15,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:04:00,0
10,12,10,10,0,0,33,0,24,0,9,0,0,1,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:06:00,2
7,7,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:08:00,0
7,7,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:10:00,0
9,11,9,9,0,0,32,0,24,0,8,0,0,1,1,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:12:00,2
4,4,4,4,0,0,28,0,24,0,4,0,0,0,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:14:00,0
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:16:00,0
10,12,10,10,0,0,33,0,24,0,9,0,0,1,1,1,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:18:00,0
11,11,11,11,0,0,36,0,28,0,8,0,0,3,1,0,0,36,8,28,28,4,0,4,4,4,4,2,2,2,2023-12-01 01:20:00,6
8,10,8,8,0,0,63,0,55,0,8,0,0,0,0,0,0,63,8,55,55,0,0,0,0,0,0,2,2,2,2023-12-01 01:22:00,85
6,6,6,6,0,0,91,0,85,0,6,0,0,0,0,0,0,91,6,85,85,0,0,0,0,0,0,2,2,2,2023-12-01 01:24:00,152
11,11,11,11,0,0,190,0,179,0,11,0,0,0,0,0,0,190,11,179,179,0,0,0,0,0,0,2,2,2,2023-12-01 01:26:00,384
9,11,9,9,0,0,92,0,85,0,7,0,0,2,2,0,0,92,7,85,85,0,0,0,0,0,0,2,2,2,2023-12-01 01:28:00,126
7,7,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:30:00,0
11,13,11,11,0,0,35,0,25,0,10,0,0,1,1,0,0,35,10,25,25,0,0,0,0,0,0,2,2,2,2023-12-01 01:32:00,4
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:34:00,0
8,8,8,8,0,0,31,0,24,0,7,0,0,1,1,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:36:00,2
11,13,11,11,0,0,36,0,25,0,11,0,0,0,0,0,0,36,11,25,25,0,0,0,0,0,0,2,2,2,2023-12-01 01:38:00,2
12,12,12,12,0,0,35,0,24,0,11,0,0,1,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:40:00,2
10,10,10,10,0,0,34,0,24,0,10,0,0,0,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:42:00,0
6,8,6,6,0,0,28,0,24,0,4,0,0,2,0,0,0,28,4,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:44:00,4
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:46:00,0
9,11,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:48:00,0
13,13,13,13,0,0,36,0,24,0,12,0,0,1,1,0,0,36,12,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:50:00,2
5,5,5,5,0,0,32,0,27,0,5,0,0,0,0,0,0,32,5,27,27,1,0,1,1,1,0,2,2,2,2023-12-01 01:52:00,5
22,24,22,22,0,0,44,0,24,0,20,0,0,2,1,0,0,44,20,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:54:00,4
11,11,11,11,0,0,34,0,24,0,10,0,0,1,0,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 01:56:00,2
16,18,16,16,0,0,44,0,28,0,16,0,0,0,0,0,0,44,16,28,28,4,0,4,4,4,4,2,2,2,2023-12-01 01:58:00,0
7,7,7,7,0,0,30,0,24,0,6,0,0,1,1,1,0,30,6,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:00:00,0
18,17,18,18,0,0,40,0,24,0,16,0,0,1,1,0,0,40,16,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:02:00,2
1,3,1,1,0,0,24,0,24,0,0,0,0,1,1,0,0,24,0,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:04:00,2
5,5,5,5,0,0,29,0,24,0,5,0,0,0,0,0,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:06:00,0
8,8,8,8,0,0,32,0,24,0,8,0,0,0,0,0,0,32,8,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:08:00,0
6,8,6,6,0,0,29,0,24,0,5,0,0,1,1,1,0,29,5,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:10:00,0
9,9,9,9,0,0,230,0,221,0,9,0,0,0,0,0,0,230,9,221,220,0,0,0,0,0,0,2,2,2,2023-12-01 02:12:00,523
5,7,5,5,0,0,210,0,205,0,5,0,0,0,0,0,0,210,5,205,205,0,0,0,0,0,0,2,2,2,2023-12-01 02:14:00,439
10,10,10,10,0,0,76,0,69,0,7,0,0,3,2,0,0,76,7,69,70,0,0,0,0,0,0,2,2,2,2023-12-01 02:16:00,98
9,9,9,9,0,0,33,0,25,0,8,0,0,1,1,0,0,33,8,25,25,0,0,0,0,0,0,2,2,2,2023-12-01 02:18:00,4
8,10,8,8,0,0,31,0,24,0,7,0,0,1,1,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:20:00,2
12,12,12,12,0,0,35,0,24,0,11,0,0,1,1,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:22:00,2
1,3,1,1,0,0,25,0,24,0,1,0,0,0,0,0,0,25,1,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:24:00,0
18,18,18,18,0,0,41,0,24,0,17,0,0,1,1,0,0,41,17,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:26:00,2
9,9,9,9,0,0,33,0,24,0,9,0,0,0,0,0,0,33,9,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:28:00,0
17,19,17,17,0,0,41,0,24,0,17,0,0,0,0,0,0,41,17,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:30:00,0
11,11,11,11,0,0,35,0,24,0,11,0,0,0,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:32:00,0
7,7,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:34:00,0
13,15,13,13,0,0,37,0,24,0,13,0,0,0,0,0,0,37,13,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:36:00,0
12,12,12,12,0,0,35,0,24,0,11,0,0,1,0,0,0,35,11,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:38:00,2
6,8,6,6,0,0,31,0,25,0,6,0,0,0,0,0,0,31,6,25,25,0,0,0,0,0,0,2,2,2,2023-12-01 02:40:00,2
12,12,12,12,0,0,34,0,24,0,10,0,0,2,2,0,0,34,10,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:42:00,4
9,9,9,9,0,0,38,0,29,0,9,0,0,0,0,0,0,38,9,29,29,5,0,5,5,5,5,2,2,2,2023-12-01 02:44:00,0
9,11,9,9,0,0,267,0,258,0,9,0,0,0,0,0,0,267,9,258,257,0,0,0,0,0,0,2,2,2,2023-12-01 02:46:00,542
7,7,7,7,0,0,148,0,141,0,7,0,0,0,0,0,0,148,7,141,142,0,0,0,0,0,0,2,2,2,2023-12-01 02:48:00,279
7,9,7,7,0,0,31,0,24,0,7,0,0,0,0,0,0,31,7,24,24,0,0,0,0,0,0,2,2,2,2023-12-01 02:50:00,0
